,Month,Climate,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday
0,11.0,6.0,0.6896791905392737,0.16583273911093072,-0.22733262194083675,0.0,-1.3080784205527203,12.0,-0.07887993305481093,11.0,11.0,0.8889675512728177,0.6030187765975091,-0.2305135036006677,0.11862561911635228,-0.6220232909862229,-0.3692979790754957,8.0,7.0,0.3338515073471413,0.37178283517373967,0.0
1,11.0,2.0,1.4703193258464409,0.4768737253398334,-0.27162508200634566,0.0,-3.226268732791878e-16,15.0,-0.22515377382487292,15.0,15.0,-0.3357271071296281,-0.8552318253076439,-0.9709088331768565,-0.3245165735120624,-0.5784716617592816,-0.29572493843329606,4.0,7.0,1.074134505526426,0.606905478177546,0.0
2,10.0,4.0,0.9394840338375668,0.34962968551891854,-0.27162508200634566,0.0,-3.226268732791878e-16,9.0,0.21366774848531303,7.0,9.0,0.6662957951996458,0.8273650230444557,-1.764189543437059,0.21710166192266667,-0.36071351562454196,0.2781447785758583,7.0,8.0,0.9970216932160838,-0.20132860714803763,0.0
3,6.0,6.0,-1.3399851612593614,-0.5834932731677881,-0.27162508200634566,-0.7999901811439714,0.7260967522390813,1.0,-1.3222075796003379,0.0,1.0,-0.11305535105645613,-0.8552318253076439,0.03391339981939974,-1.0138488731562632,2.0926949308268705,1.999753929603338,1.0,3.0,-1.2238273013217715,-0.524622241278271,0.0
4,1.0,6.0,0.7677432040699904,1.7210376702554424,-0.27162508200634566,-0.060362406405079734,1.6342106686639928,14.0,-0.6639752961350589,7.0,13.0,0.10961640501671584,-0.8552318253076439,0.6156525873435481,-0.71842074473732,0.14738882535651707,-0.045576600249827105,2.0,3.0,1.074134505526426,1.9294703450739552,0.0
5,10.0,2.0,-0.2783145772416139,-0.6824608596951666,1.6772431608760463,-0.8528207364824636,-0.36363994747081246,15.0,0.72562619118053,12.0,12.0,0.5549599171630598,0.042153160480142574,0.35122568392348064,-0.472230637721534,-0.33167909613990343,0.11628408916301558,7.0,7.0,-0.7303053025355815,-0.803830379845291,1.0
6,6.0,2.0,-1.4648875829085082,-0.6965990863419346,-0.27162508200634566,-1.381126289867386,0.03593017575614875,13.0,-1.6878921815254928,14.0,6.0,-1.3377500094589019,-0.8552318253076439,1.5675894396557908,0.31557770472898106,1.9620400431460137,1.9556101052180248,0.0,3.0,-1.4243206133286612,-0.5980980672169603,0.0
7,6.0,6.0,5.546781773852894e-16,-0.7955666728693125,-0.27162508200634566,0.0,-3.226268732791878e-16,13.0,0.0,3.0,9.0,0.0,0.0,-7.51546461458666e-16,3.4985718431213675e-16,0.0,-1.6728572664351237e-14,7.0,7.0,0.0,0.0,0.0
8,11.0,5.0,0.9550968365437105,0.22238564569800415,-0.22733262194083675,0.5207737023183349,-0.43628906078480517,10.0,-0.07887993305481093,10.0,0.0,-0.781070619275972,-0.18219308596680406,-0.12474274223264072,0.3648157261321382,1.0039042001531726,0.910872928098769,7.0,4.0,0.8582186310574681,0.19544085292088514,0.0
9,9.0,0.0,-2.4172685479832525,-2.1104217510187633,-0.27162508200634566,0.0,-3.226268732791878e-16,11.0,0.433078509640406,11.0,15.0,1.1116393073459896,-0.8552318253076439,-2.0286164468571264,-0.5214686591246912,0.0,-1.6728572664351237e-14,7.0,7.0,-2.287984111204494,-2.0088339252397973,0.0
10,12.0,6.0,0.9707096392498534,0.7879147115687357,-0.27162508200634566,0.0,-3.226268732791878e-16,13.0,0.0,3.0,9.0,-1.5604217655320738,-2.08913618076585,-0.2305135036006677,-0.02908844509311929,0.0,-1.6728572664351237e-14,8.0,7.0,0.8427960685953995,1.0036749382464687,0.0
11,7.0,4.0,-0.34076578806618735,-0.7955666728693125,-0.20518639190808227,-0.8528207364824636,-1.3807275338667133,13.0,0.0,6.0,15.0,-0.8924064973125581,-1.3039243182015372,0.5098818259755211,0.6602438545510814,1.9765572528883164,2.1469000108877374,7.0,5.0,-0.8382632397700605,-1.0242578576613595,0.0
12,1.0,0.0,0.22129510935497307,-0.3572816468194958,-0.22733262194083675,-0.4301762937745256,-1.8166222137506705,4.0,0.21366774848531303,5.0,1.0,-0.11305535105645613,1.0517112694914024,-0.3362842649686947,0.6602438545510814,0.5538706981413577,0.3222886029611714,7.0,7.0,-0.09798024159077515,-0.5540125716537472,0.0
13,6.0,1.0,-0.059735339355606994,0.20824741905123567,-0.27162508200634566,-0.4830068491130179,1.0530177621520496,1.0,-0.6639752961350589,8.0,4.0,-0.781070619275972,0.8273650230444557,-0.2305135036006677,0.561767811744767,-0.012300481808961936,-0.23686650591953964,1.0,1.0,0.34927406980920944,0.1513553573576714,0.0
14,5.0,3.0,-1.2931467531409313,0.43445904539952845,-0.27162508200634566,0.0,-3.226268732791878e-16,8.0,-1.4684814203703997,3.0,11.0,-1.5604217655320738,-1.0795780717545904,-0.07185736154862724,-1.6539431513973066,0.7861460540184165,0.6312953736584135,7.0,7.0,-0.6531924902252392,0.5334296522388566,0.0
15,6.0,4.0,-0.6842474476013409,-1.0641929791579101,-0.18304016187532784,-1.328295734528894,-0.5452627307557948,13.0,1.383858474645809,13.0,13.0,1.7796545755655055,1.6125768856087688,0.6685379680275616,0.3648157261321382,-1.1736772611942397,-0.6783047497727378,6.0,2.0,-0.7611504274597182,-1.0095626924736212,0.0
16,6.0,6.0,-0.2470889718293273,-0.21589938035181297,-0.27162508200634566,-1.0113124024979403,0.6171230822680923,13.0,0.21366774848531303,14.0,14.0,0.6662957951996458,0.6030187765975091,-0.918023452492843,-0.7676587661404771,-0.9123674858325423,-0.8843092635708937,1.0,1.0,-0.05171255420456971,-0.09846245083387253,0.0
17,3.0,4.0,0.7052919932454167,-0.03210243394382512,-0.24947885197359118,-0.4830068491130179,0.290202072355124,13.0,0.0,7.0,10.0,-1.3377500094589019,-1.3039243182015372,0.6685379680275616,0.8571959401637101,0.7425944247914752,0.528293116759344,6.0,0.0,0.2875838199609359,-0.039681790082921206,0.0
18,11.0,5.0,0.8145816121884201,-0.3714198734662638,5.287078656215023,0.04529870427190463,-2.6520870168615893,12.0,-0.07887993305481093,12.0,12.0,0.3322881610898878,0.3786725301505625,1.3031625362357233,1.3988141755984391,-0.49136840330538245,-0.2810103303048528,8.0,8.0,0.14878075780231959,-0.21602377233577572,1.0
19,8.0,6.0,-1.2463083450225014,-0.852119579456386,-0.2605519669899684,0.0,-3.226268732791878e-16,13.0,0.0,7.0,9.0,-1.3377500094589019,-1.640443687871957,1.038735632815656,0.4632917689384526,0.0,-1.6728572664351237e-14,1.0,2.0,-1.1467144890114291,-0.9066965361594562,0.0
20,12.0,4.0,-0.9028266854873477,0.5899795385139793,-0.27162508200634566,0.0,-3.226268732791878e-16,0.0,-0.22515377382487292,3.0,0.0,-0.781070619275972,0.15432628370361587,-0.1776281229166542,-0.7676587661404771,-0.11392095000516383,-0.7813070066718241,7.0,7.0,-0.39100892837007556,0.7391619648671868,0.0
21,11.0,1.0,2.1260570395044613,1.6362083103748324,-0.27162508200634566,-0.16602351708206434,1.2346405454370317,14.0,-0.3714276145949349,13.0,14.0,-0.781070619275972,0.8273650230444557,0.08679878050341322,0.21710166192266667,-0.8833330663479203,-1.1491722098828225,4.0,6.0,2.1845590027953543,1.885384849510742,0.0
22,1.0,6.0,1.610834550201731,1.9048346166634307,0.6142241193038325,0.7849264790107962,-3.226268732791878e-16,13.0,-0.5177014553649969,7.0,15.0,-0.3357271071296281,-0.4065393324137507,-0.12474274223264072,-0.9153728303499487,-0.9994707442864414,-0.899023871699337,7.0,4.0,1.5830790667746848,1.9294703450739552,1.0
23,8.0,6.0,-1.2150827396102146,-0.5834932731677881,-0.27162508200634566,0.0,-3.226268732791878e-16,5.0,-0.6639752961350589,3.0,3.0,-0.11305535105645613,-0.18219308596680406,-0.3362842649686947,0.6110058331479241,0.5974223273683155,0.5871515492731003,7.0,7.0,-0.6686150526873076,-0.6421835627801742,0.0
24,8.0,0.0,-1.0589547125487813,-1.1207458857449832,0.7692477295331137,0.0,-3.226268732791878e-16,6.0,-0.3714276145949349,3.0,6.0,0.10961640501671584,-0.18219308596680406,0.932964871447629,1.7927183468236967,0.0,-1.6728572664351237e-14,8.0,8.0,-0.684037615149376,-1.2740756658529033,1.0
25,8.0,6.0,-1.3087595558470746,-0.8238431261628494,-0.27162508200634566,0.0,1.0166932054950533,2.0,-0.6639752961350589,9.0,9.0,-0.11305535105645613,-1.3039243182015372,-0.3891696456527082,-0.3737545949152196,1.7442818970112741,1.5141718613648265,2.0,3.0,-0.8074181148459236,-0.6862690583433879,0.0
26,4.0,5.0,0.798968809482277,0.43445904539952845,-0.27162508200634566,0.2566209256258736,0.5807985256110954,3.0,-1.8341660222955547,15.0,4.0,-1.11507825338573,-1.4160974414250105,-0.1776281229166542,0.31557770472898106,-0.012300481808961936,-0.25158111404798295,7.0,5.0,0.9044863184436736,0.6216006433652836,0.0
27,1.0,0.0,0.33058472829797664,1.424134910673308,-0.27162508200634566,0.0,-3.226268732791878e-16,11.0,-0.07887993305481093,3.0,6.0,-1.5604217655320738,-1.0795780717545904,-0.07185736154862724,-1.210800958768892,-0.7381609689247606,-1.0608845611121795,7.0,7.0,0.6114576316643728,1.4298347286908673,0.0
28,5.0,6.0,0.0807798849996829,-0.6541844064016296,1.7436818509743095,0.0,-3.226268732791878e-16,10.0,0.06739390771525106,12.0,11.0,0.10961640501671584,0.042153160480142574,0.9858502521316425,1.2018620899858103,0.6119395371106348,0.7195830224290565,7.0,7.0,-0.3601638034459388,-0.4952319109027953,1.0
29,1.0,3.0,0.9707096392498534,1.3817202307330037,0.30417689884527016,0.2566209256258736,1.8884825652629684,8.0,-0.5177014553649969,1.0,12.0,-0.8924064973125581,-0.6308855788606973,0.40411106460749413,-0.5214686591246912,-0.8252642273786597,-0.8695946554424504,3.0,5.0,1.074134505526426,1.4592250590663434,1.0
30,6.0,3.0,-1.7927564397375186,-0.6541844064016296,-0.27162508200634566,-0.5886679597900024,0.6534476389250886,9.0,-0.3714276145949349,7.0,2.0,-0.8924064973125581,-0.6308855788606973,0.2983403032394672,-0.8168967875436343,1.0910074586070553,0.8078706711996995,1.0,0.0,-1.3009401136321137,-0.5687077368414847,0.0
31,10.0,6.0,0.03394147688125303,0.09514160587708927,-0.27162508200634566,-0.7999901811439714,1.5978861120069965,5.0,0.06739390771525106,13.0,4.0,-0.5583988632028001,0.042153160480142574,-0.6535965490727755,-0.12756448789943367,1.4539377021649547,1.1021628337684983,1.0,1.0,0.2567386950367991,0.21013601810862326,0.0
32,6.0,5.0,0.09639268770582646,-0.11693179382443504,2.0758753014656266,-0.9056512918209558,-3.226268732791878e-16,14.0,0.06739390771525106,3.0,3.0,-0.11305535105645613,0.15432628370361587,0.13968416118742671,0.8079579187605529,0.0,-1.2816036830387787,2.0,5.0,0.3184289448850727,-0.17193827677256196,1.0
33,7.0,5.0,-0.6998602503074842,-0.1452082471179715,-0.27162508200634566,-0.8528207364824636,0.9077195355240636,15.0,-1.541618340755431,12.0,15.0,-1.11507825338573,-1.640443687871957,-0.12474274223264072,-1.0630868945594203,0.568387907883677,0.4547200761171442,0.0,1.0,-0.6994601776114444,0.04848920104350631,0.0
34,7.0,2.0,-1.9644972695050953,-0.4138345534065688,-0.27162508200634566,0.0,-3.226268732791878e-16,3.0,-0.7371122165200898,6.0,7.0,-0.3357271071296281,-0.4065393324137507,-0.918023452492843,-1.3585150229783634,0.0,-1.6728572664351237e-14,7.0,7.0,-1.007911426852813,-0.33358509383767887,0.0
35,6.0,2.0,-0.7623114611320577,-0.7672902195757759,0.30417689884527016,0.0,-3.226268732791878e-16,12.0,-0.6639752961350589,2.0,4.0,-0.11305535105645613,-1.4160974414250105,1.1973917748676965,0.6602438545510814,0.0,-1.6728572664351237e-14,7.0,7.0,-0.8845309271562658,-0.6127932324046985,1.0
36,2.0,0.0,-0.12218655018018043,0.6323942184542843,-0.27162508200634566,0.0,-3.226268732791878e-16,14.0,-0.6639752961350589,0.0,14.0,-0.781070619275972,-0.18219308596680406,0.40411106460749413,-0.22604053070574806,1.0039042001531726,0.5577223330162138,7.0,7.0,0.009977695643703833,0.6803813041162354,0.0
37,11.0,4.0,-0.13779935288632372,0.10927983252385776,-0.18304016187532784,-0.060362406405079734,2.070105348547951,11.0,0.28680466887034406,9.0,8.0,0.8889675512728177,1.0517112694914024,-0.6007111683887622,-0.8661348089467915,0.5103190689144164,0.6018661574015436,3.0,1.0,-0.06713511666663836,0.2689166788595746,0.0
38,4.0,0.0,-1.5741772018515117,-0.10279356717766655,-0.27162508200634566,0.0,-3.226268732791878e-16,13.0,-0.3714276145949349,1.0,7.0,-1.11507825338573,-0.18219308596680406,0.5627672066595346,-0.6691827233341627,0.9022837319569542,0.5430077248877705,7.0,7.0,-1.069601676701087,0.04848920104350631,0.0
39,6.0,6.0,-0.49689381512762076,-0.5693550465210202,-0.27162508200634566,0.0,-3.226268732791878e-16,13.0,0.0,7.0,7.0,-1.11507825338573,-1.0795780717545904,0.8800794907636156,0.4632917689384526,0.0,-1.6728572664351237e-14,8.0,4.0,-0.8691083646941972,-0.7744400494698154,0.0
40,5.0,2.0,-0.6686346448951975,0.10927983252385776,-0.27162508200634566,0.0,-3.226268732791878e-16,2.0,-1.8341660222955547,1.0,10.0,-0.8924064973125581,-1.0795780717545904,0.5098818259755211,-0.22604053070574806,0.5248362786567357,0.3370032110896147,7.0,7.0,-0.39100892837007556,0.21013601810862326,0.0
41,11.0,2.0,0.4086487418286934,1.4382731373200766,-0.27162508200634566,0.2566209256258736,1.9248071219199647,15.0,0.579352350410468,3.0,15.0,-0.3357271071296281,1.0517112694914024,-1.8699603048050857,-1.7031811728004638,-0.6220232909862229,-0.6341609253874247,1.0,1.0,1.166669880298837,1.6796525368824118,0.0
42,4.0,6.0,-0.2627017745354706,0.1941091924044677,-0.27162508200634566,0.0,-3.226268732791878e-16,10.0,-1.0296598980602139,9.0,8.0,-0.781070619275972,-0.18219308596680406,1.3560479169197368,0.561767811744767,0.1328716156141978,0.027996440392372594,7.0,7.0,0.056245383029909266,0.07787953141898198,0.0
43,9.0,0.0,-1.7927564397375186,-0.8803960327499224,-0.27162508200634566,0.0,-3.226268732791878e-16,5.0,-1.0296598980602139,3.0,6.0,-1.5604217655320738,-0.6308855788606973,0.03391339981939974,-0.6199447019310056,0.5974223273683155,0.44000546798870094,7.0,7.0,-1.1312919265493608,-0.7597448842820773,0.0
44,4.0,2.0,-0.512506617833764,0.7172235783348943,-0.27162508200634566,-0.11319296174357203,1.1256668754660422,11.0,-1.3222075796003379,9.0,8.0,-0.11305535105645613,-1.0795780717545904,-0.07185736154862724,-1.4569910657846779,0.9313181514415763,0.7342976305574997,0.0,1.0,-0.09798024159077515,0.9595894426832551,0.0
45,5.0,0.0,-0.7935370665443444,-1.1207458857449832,-0.27162508200634566,0.0,-3.226268732791878e-16,5.0,-0.07887993305481093,3.0,3.0,1.1116393073459896,0.042153160480142574,1.6204748203398043,1.7434803254205395,-0.09940374026286107,0.26343017044741496,8.0,8.0,-0.8074181148459236,-1.0095626924736212,0.0
46,8.0,6.0,-0.35637859077233064,-0.03210243394382512,-0.27162508200634566,-0.3773457384360333,1.1256668754660422,8.0,-0.7371122165200898,7.0,0.0,-0.11305535105645613,0.042153160480142574,-0.706481929756789,-0.5707066805278483,0.9458353611838956,0.7195830224290565,1.0,1.0,-0.4218540532942126,-0.05437695527065878,0.0
47,4.0,0.0,0.06516708229353961,0.6889471250413578,-0.27162508200634566,0.0,-3.226268732791878e-16,7.0,-0.07887993305481093,6.0,7.0,-1.3377500094589019,0.3786725301505625,0.1925695418714402,-0.9646108517531059,0.29256092277967677,-0.1191496408920268,7.0,7.0,0.3184289448850727,0.8273329559936143,0.0
48,8.0,6.0,-0.6842474476013409,-0.4138345534065688,-0.27162508200634566,-0.4830068491130179,1.0530177621520496,4.0,-0.5177014553649969,7.0,0.0,0.10961640501671584,0.6030187765975091,-1.341106497964951,-0.8168967875436343,1.0764902488647525,0.999160576869412,2.0,1.0,-0.49896686560455483,-0.26010926789898947,0.0
49,6.0,6.0,-0.40321699889076074,-1.0641929791579101,-0.09445524174431001,-0.7999901811439714,-1.3444029772097168,15.0,-0.6639752961350589,13.0,15.0,-0.11305535105645613,0.042153160480142574,1.4618186782877638,0.8079579187605529,0.6990427955645174,0.910872928098769,8.0,7.0,-0.576079677914897,-1.053648188036835,1.0
